id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
1371,2011041003,0.211,0.595,0.783,0.191,0.17,0.35,0.341
1372,2011041004,0.266,0.555,0.715,0.264,0.195,0.338,0.385
1373,2011041005,0.218,0.587,0.639,0.258,0.287,0.268,0.424
1374,2011041006,0.226,0.62,0.66,0.234,0.302,0.265,0.364
1375,2011041007,0.141,0.655,0.628,0.369,0.355,0.177,0.401
1376,2011041008,0.104,0.71,0.66,0.336,0.404,0.241,0.363
1377,2011041009,0.061,0.62,0.711,0.233,0.343,0.227,0.208
1378,2011041010,0.047,0.67,0.684,0.22,0.3,0.225,0.352
1379,2011041011,0.096,0.662,0.629,0.331,0.145,0.185,0.273
1380,2011041012,0.125,0.672,0.519,0.318,0.097,0.24,0.417
1381,2011041013,0.005,0.521,0.572,0.267,0.089,0.236,0.194
1382,2011041014,0.024,0.448,0.617,0.228,0.118,0.1,0.176
1383,2011041015,0.287,0.49,0.563,0.209,0.139,0.163,0.144
1384,2011041016,0.315,0.435,0.561,0.27,0.175,0.26,0.366
1385,2011041017,0.366,0.419,0.519,0.289,0.174,0.321,0.436
1386,2011041018,0.377,0.505,0.63,0.44,0.211,0.403,0.357
1387,2011041019,0.439,0.521,0.671,0.493,0.184,0.346,0.422
1388,2011041020,0.439,0.472,0.649,0.483,0.355,0.348,0.347
1389,2011041021,0.501,0.445,0.658,0.498,0.391,0.356,0.356
1390,2011041022,0.483,0.391,0.625,0.288,0.407,0.288,0.216
1391,2011041023,0.242,0.455,0.591,0.228,0.191,0.223,0.197
1392,2011041100,0.262,0.38,0.649,0.283,0.191,0.19,0.239
1393,2011041213,0.289,0.209,0.326,0.275,0.246,0.362,0.498
1394,2011041214,0.267,0.2,0.326,0.351,0.297,0.298,0.384
1395,2011041215,0.227,0.229,0.156,0.314,0.305,0.243,0.377
1396,2011041216,0.231,0.211,0.152,0.398,0.304,0.221,0.292
1397,2011041217,0.234,0.271,0.396,0.216,0.324,0.196,0.153
1398,2011041218,0.23,0.241,0.478,0.245,0.306,0.303,0.195
1399,2011041219,0.19,0.25,0.476,0.206,0.227,0.379,0.214
1400,2011041220,0.146,0.243,0.442,0.179,0.179,0.401,0.23
1401,2011041221,0.13,0.315,0.324,0.094,0.057,0.192,0.177
1402,2011041222,0.089,0.342,0.127,0.049,0.082,0.126,0.219
1403,2011041223,0.103,0.402,0.034,0.063,0.072,0.06,0.265
1404,2011041300,0.08,0.355,0.084,0.093,0.072,0.098,0.196
1405,2011041301,0.185,0.373,0.419,0.229,0.089,0.168,0.128
1406,2011041302,0.167,0.426,0.608,0.217,0.243,0.199,0.211
1407,2011041303,0.163,0.356,0.669,0.205,0.278,0.196,0.291
1408,2011041304,0.226,0.371,0.783,0.231,0.17,0.227,0.186
1409,2011041305,0.305,0.378,0.773,0.201,0.197,0.232,0.23
1410,2011041306,0.303,0.398,0.802,0.209,0.214,0.224,0.239
1411,2011041307,0.194,0.407,0.755,0.364,0.208,0.143,0.153
1412,2011041308,0.192,0.478,0.669,0.357,0.097,0.162,0.088
1413,2011041309,0.162,0.466,0.617,0.211,0.093,0.112,0.161
1414,2011041310,0.173,0.413,0.448,0.167,0.075,0.04,0.132
1415,2011041311,0.05,0.393,0.498,0.157,0.081,0.071,0.117
1416,2011041312,0.023,0.367,0.458,0.06,0.116,0.071,0.111
1417,2011041313,0.059,0.429,0.424,0.099,0.071,0.125,0.156
1418,2011041314,0.06,0.414,0.591,0.213,0.029,0.054,0.035
1419,2011041315,0.012,0.363,0.524,0.207,0.011,0.066,0.038
1420,2011041316,0.004,0.301,0.573,0.171,0.017,0.043,0.082
1421,2011041317,0.025,0.307,0.372,0.1,0.017,0.025,0.061
1422,2011041318,0,0.384,0.366,0.086,0.053,0.069,0.071
1423,2011041319,0,0.388,0.353,0.108,0.09,0.098,0.05
1424,2011041320,0.072,0.383,0.365,0.1,0.112,0.089,0.068
1425,2011041321,0.095,0.371,0.435,0.027,0.1,0.107,0.036
1426,2011041322,0.153,0.414,0.452,0.082,0.091,0.116,0.125
1427,2011041323,0.204,0.369,0.468,0.11,0.13,0.13,0.13
1428,2011041400,0.164,0.436,0.491,0.161,0.078,0.167,0.107
1429,2011041401,0.161,0.395,0.488,0.165,0.368,0.079,0.073
1430,2011041402,0.185,0.437,0.459,0.173,0.455,0.248,0.069
1431,2011041403,0.205,0.421,0.63,0.184,0.349,0.2,0.106
1432,2011041404,0.244,0.284,0.597,0.12,0.342,0.178,0.12
1433,2011041405,0.222,0.274,0.601,0.127,0.269,0.221,0.18
1434,2011041406,0.179,0.302,0.484,0.129,0.197,0.235,0.103
1435,2011041407,0.161,0.353,0.502,0.111,0.233,0.157,0.095
1436,2011041408,0.09,0.345,0.502,0.036,0.261,0.11,0.062
1437,2011041409,0.086,0.379,0.438,0.03,0.249,0.096,0.13
1438,2011041410,0.195,0.325,0.421,0.111,0.195,0.108,0.134
1439,2011041411,0.213,0.36,0.578,0.146,0.154,0.193,0.098
1440,2011041412,0.213,0.305,0.58,0.183,0.126,0.21,0.03
1441,2011041601,0.519,0.355,0.661,0.569,0.328,0.431,0.678
1442,2011041602,0.621,0.478,0.743,0.585,0.324,0.466,0.702
1443,2011041603,0.62,0.526,0.766,0.608,0.312,0.509,0.601
1444,2011041604,0.628,0.583,0.779,0.629,0.266,0.47,0.694
1445,2011041605,0.585,0.475,0.772,0.653,0.319,0.555,0.692
1446,2011041606,0.6,0.518,0.734,0.586,0.394,0.57,0.862
1447,2011041607,0.602,0.498,0.718,0.634,0.392,0.534,0.803
1448,2011041608,0.63,0.537,0.78,0.585,0.396,0.517,0.635
1449,2011041609,0.749,0.597,0.68,0.638,0.401,0.63,0.725
1450,2011041610,0.55,0.722,0.657,0.706,0.348,0.688,0.776
1451,2011041611,0.658,0.716,0.613,0.736,0.398,0.752,0.863
1452,2011041612,0.719,0.641,0.541,0.774,0.399,0.84,0.837
1453,2011041613,0.688,0.499,0.732,0.68,0.327,0.76,0.838
1454,2011041614,0.737,0.51,0.757,0.684,0.298,0.756,0.791
1455,2011041615,0.726,0.53,0.729,0.68,0.315,0.758,0.766
1456,2011041616,0.718,0.541,0.744,0.749,0.3,0.761,0.746
1457,2011041617,0.711,0.542,0.741,0.725,0.241,0.777,0.787
1458,2011041618,0.606,0.538,0.717,0.738,0.27,0.79,0.762
1459,2011041619,0.598,0.497,0.651,0.742,0.284,0.753,0.718
1460,2011041620,0.554,0.547,0.732,0.679,0.228,0.647,0.716
1461,2011041621,0.533,0.593,0.762,0.666,0.27,0.634,0.732
1462,2011041622,0.529,0.612,0.735,0.58,0.311,0.674,0.777
1463,2011041623,0.559,0.561,0.755,0.512,0.311,0.597,0.709
1464,2011041700,0.298,0.579,0.717,0.445,0.3,0.542,0.617
1465,2011041701,0.357,0.657,0.734,0.509,0.215,0.58,0.571
1466,2011041702,0.416,0.433,0.777,0.534,0.19,0.556,0.483
1467,2011041703,0.485,0.405,0.753,0.501,0.292,0.584,0.594
1468,2011041704,0.511,0.356,0.768,0.516,0.434,0.604,0.669
1469,2011041705,0.61,0.369,0.678,0.455,0.466,0.587,0.759
1470,2011041706,0.576,0.32,0.635,0.703,0.436,0.551,0.757
1471,2011041707,0.694,0.425,0.616,0.731,0.468,0.694,0.782
1472,2011041708,0.717,0.419,0.641,0.766,0.439,0.693,0.789
1473,2011041709,0.711,0.417,0.623,0.735,0.41,0.711,0.805
1474,2011041710,0.696,0.397,0.618,0.734,0.48,0.655,0.781
1475,2011041711,0.754,0.369,0.624,0.732,0.383,0.647,0.735
1476,2011041712,0.686,0.385,0.621,0.741,0.405,0.722,0.778
1477,2011041713,0.505,0.462,0.511,0.535,0.351,0.529,0.528
1478,2011041714,0.509,0.537,0.495,0.477,0.331,0.565,0.513
1479,2011041715,0.519,0.566,0.485,0.461,0.317,0.527,0.497
1480,2011041716,0.552,0.457,0.447,0.449,0.296,0.526,0.486
1481,2011041717,0.542,0.448,0.462,0.369,0.273,0.546,0.526
1482,2011041718,0.56,0.458,0.553,0.361,0.281,0.458,0.486
1483,2011041719,0.572,0.333,0.496,0.357,0.31,0.379,0.499
1484,2011041720,0.537,0.354,0.523,0.293,0.359,0.377,0.42
1485,2011041721,0.532,0.36,0.456,0.326,0.456,0.384,0.367
1486,2011041722,0.548,0.373,0.468,0.341,0.47,0.43,0.452
1487,2011041723,0.582,0.308,0.462,0.391,0.452,0.491,0.453
1488,2011041800,0.489,0.484,0.333,0.49,0.356,0.445,0.506
1489,2011041913,0.348,0.179,0.532,0.335,0.142,0.298,0.346
1490,2011041914,0.511,0.149,0.534,0.393,0.125,0.325,0.473
1491,2011041915,0.497,0.268,0.494,0.433,0.241,0.403,0.444
1492,2011041916,0.516,0.175,0.447,0.478,0.143,0.516,0.57
1493,2011041917,0.518,0.167,0.45,0.464,0.153,0.371,0.563
1494,2011041918,0.515,0.169,0.419,0.441,0.185,0.408,0.574
1495,2011041919,0.524,0.16,0.48,0.444,0.168,0.434,0.612
1496,2011041920,0.569,0.251,0.505,0.513,0.207,0.395,0.474
1497,2011041921,0.621,0.239,0.498,0.504,0.284,0.408,0.472
1498,2011041922,0.609,0.282,0.503,0.501,0.224,0.427,0.478
1499,2011041923,0.615,0.192,0.55,0.382,0.226,0.414,0.536
1500,2011042000,0.719,0.317,0.685,0.597,0.136,0.572,0.666
1501,2011042001,0.709,0.415,0.684,0.505,0.289,0.646,0.674
1502,2011042002,0.736,0.42,0.745,0.513,0.292,0.631,0.622
1503,2011042003,0.689,0.512,0.666,0.641,0.451,0.629,0.634
1504,2011042004,0.696,0.51,0.654,0.653,0.536,0.605,0.718
1505,2011042005,0.74,0.513,0.65,0.654,0.482,0.562,0.701
1506,2011042006,0.763,0.538,0.617,0.686,0.514,0.568,0.66
1507,2011042007,0.75,0.511,0.617,0.677,0.519,0.552,0.664
1508,2011042008,0.715,0.521,0.622,0.654,0.437,0.544,0.699
1509,2011042009,0.779,0.521,0.796,0.543,0.349,0.519,0.566
1510,2011042010,0.74,0.53,0.799,0.513,0.379,0.476,0.509
1511,2011042011,0.695,0.429,0.726,0.464,0.402,0.361,0.59
1512,2011042012,0.558,0.443,0.696,0.458,0.178,0.373,0.445
1513,2011042013,0.475,0.36,0.697,0.379,0.228,0.463,0.658
1514,2011042014,0.408,0.358,0.741,0.317,0.263,0.334,0.436
1515,2011042015,0.145,0.385,0.688,0.241,0.113,0.215,0.166
1516,2011042016,0.112,0.335,0.453,0.158,0.073,0.148,0.087
1517,2011042017,0.036,0.6,0.388,0.185,0.024,0.042,0.096
1518,2011042018,0.067,0.526,0.391,0.044,0.075,0.037,0.107
1519,2011042019,0.143,0.493,0.257,0.159,0.117,0.121,0.201
1520,2011042020,0.349,0.564,0.366,0.316,0.197,0.298,0.463
1521,2011042021,0.428,0.514,0.421,0.471,0.23,0.302,0.414
1522,2011042022,0.506,0.47,0.384,0.494,0.328,0.27,0.497
1523,2011042023,0.576,0.503,0.415,0.575,0.375,0.305,0.45
1524,2011042100,0.514,0.666,0.587,0.557,0.32,0.454,0.551
1525,2011042101,0.405,0.419,0.678,0.553,0.338,0.443,0.372
1526,2011042102,0.388,0.445,0.674,0.547,0.348,0.455,0.39
1527,2011042103,0.368,0.475,0.675,0.53,0.333,0.293,0.427
1528,2011042104,0.396,0.476,0.663,0.47,0.275,0.316,0.459
1529,2011042105,0.404,0.51,0.686,0.456,0.302,0.301,0.475
1530,2011042106,0.372,0.452,0.735,0.516,0.313,0.324,0.433
1531,2011042107,0.403,0.44,0.74,0.522,0.321,0.273,0.421
1532,2011042108,0.405,0.47,0.739,0.512,0.335,0.322,0.414
1533,2011042109,0.414,0.656,0.728,0.491,0.317,0.254,0.573
1534,2011042110,0.503,0.651,0.701,0.48,0.333,0.218,0.593
1535,2011042111,0.463,0.654,0.697,0.477,0.311,0.27,0.466
1536,2011042112,0.442,0.6,0.603,0.442,0.297,0.331,0.473
1537,2011042301,0.493,0.448,0.72,0.394,0.212,0.15,0.507
1538,2011042302,0.524,0.428,0.775,0.594,0.199,0.23,0.601
1539,2011042303,0.462,0.434,0.672,0.58,0.41,0.287,0.767
1540,2011042304,0.559,0.556,0.548,0.571,0.481,0.426,0.739
1541,2011042305,0.534,0.513,0.564,0.529,0.492,0.501,0.805
1542,2011042306,0.572,0.525,0.645,0.54,0.514,0.561,0.766
1543,2011042307,0.606,0.424,0.594,0.544,0.51,0.635,0.733
1544,2011042308,0.493,0.482,0.48,0.535,0.543,0.626,0.781
1545,2011042309,0.563,0.481,0.589,0.591,0.611,0.621,0.73
1546,2011042310,0.553,0.384,0.66,0.575,0.56,0.649,0.763
1547,2011042311,0.574,0.479,0.576,0.55,0.501,0.696,0.788
1548,2011042312,0.63,0.443,0.641,0.488,0.611,0.725,0.803
1549,2011042313,0.672,0.461,0.713,0.649,0.627,0.694,0.784
1550,2011042314,0.749,0.491,0.763,0.717,0.789,0.708,0.919
1551,2011042315,0.728,0.48,0.764,0.743,0.726,0.731,0.9
1552,2011042316,0.756,0.579,0.741,0.763,0.838,0.752,0.883
1553,2011042317,0.72,0.555,0.686,0.746,0.862,0.753,0.898
1554,2011042318,0.753,0.577,0.689,0.728,0.865,0.791,0.897
1555,2011042319,0.757,0.509,0.71,0.757,0.684,0.737,0.895
1556,2011042320,0.758,0.465,0.783,0.735,0.716,0.728,0.876
1557,2011042321,0.769,0.432,0.718,0.74,0.814,0.735,0.842
1558,2011042322,0.687,0.423,0.704,0.609,0.744,0.685,0.729
1559,2011042323,0.501,0.472,0.471,0.393,0.757,0.281,0.252
1560,2011042400,0.296,0.514,0.435,0.217,0.492,0.18,0.198
1561,2011042401,0.138,0.607,0.483,0.111,0.242,0.087,0.088
1562,2011042402,0.085,0.561,0.5,0.076,0.252,0.088,0.083
1563,2011042403,0.089,0.62,0.491,0.052,0.221,0.11,0.074
1564,2011042404,0.09,0.631,0.502,0.061,0.24,0.088,0.108
1565,2011042405,0.118,0.643,0.502,0.109,0.196,0.067,0.077
1566,2011042406,0.093,0.623,0.59,0.078,0.203,0.082,0.059
1567,2011042407,0.095,0.633,0.563,0.121,0.195,0.106,0.063
1568,2011042408,0.177,0.701,0.49,0.132,0.208,0.126,0.085
1569,2011042409,0.202,0.724,0.451,0.069,0.2,0.077,0.135
1570,2011042410,0.04,0.729,0.435,0.055,0.191,0.13,0.15
1571,2011042411,0.083,0.683,0.397,0.028,0.131,0.094,0.123
1572,2011042412,0.051,0.743,0.384,0,0.146,0.106,0.111
1573,2011042413,0.038,0.515,0.418,0,0.2,0.13,0.143
1574,2011042414,0.03,0.52,0.393,0,0.161,0.092,0.052
1575,2011042415,0.063,0.601,0.33,0.008,0.152,0.099,0.054
1576,2011042416,0.091,0.53,0.347,0.076,0.267,0.115,0.102
1577,2011042417,0.086,0.489,0.441,0.063,0.261,0.101,0.152
1578,2011042418,0.187,0.466,0.501,0.258,0.266,0.104,0.152
1579,2011042419,0.247,0.486,0.5,0.232,0.369,0.127,0.106
1580,2011042420,0.28,0.464,0.544,0.244,0.401,0.14,0.115
1581,2011042421,0.114,0.428,0.518,0.118,0.406,0.064,0.13
1582,2011042422,0.08,0.504,0.5,0.1,0.333,0.09,0.193
1583,2011042423,0.118,0.495,0.427,0.015,0.273,0.1,0.172
1584,2011042500,0.056,0.556,0.459,0.026,0.337,0.08,0.056
1585,2011042613,0.623,0.41,0.608,0.607,0.339,0.45,0.724
1586,2011042614,0.466,0.48,0.476,0.684,0.371,0.47,0.83
1587,2011042615,0.45,0.567,0.563,0.674,0.355,0.469,0.848
1588,2011042616,0.447,0.533,0.589,0.674,0.363,0.523,0.848
1589,2011042617,0.377,0.53,0.541,0.516,0.318,0.536,0.873
1590,2011042618,0.432,0.498,0.425,0.407,0.297,0.241,0.65
1591,2011042619,0.422,0.56,0.466,0.421,0.293,0.209,0.526
1592,2011042620,0.526,0.342,0.563,0.355,0.27,0.318,0.625
1593,2011042621,0.632,0.368,0.592,0.479,0.282,0.56,0.737
1594,2011042622,0.602,0.307,0.443,0.429,0.257,0.546,0.616
1595,2011042623,0.485,0.341,0.52,0.313,0.256,0.474,0.671
1596,2011042700,0.467,0.272,0.61,0.472,0.226,0.359,0.545
1597,2011042701,0.513,0.403,0.668,0.48,0.139,0.31,0.523
1598,2011042702,0.518,0.415,0.747,0.502,0.256,0.331,0.612
1599,2011042703,0.552,0.368,0.741,0.567,0.273,0.355,0.799
1600,2011042704,0.491,0.331,0.77,0.594,0.384,0.407,0.733
1601,2011042705,0.472,0.336,0.778,0.645,0.423,0.4,0.672
1602,2011042706,0.467,0.407,0.814,0.654,0.401,0.399,0.674
1603,2011042707,0.452,0.44,0.854,0.553,0.35,0.423,0.49
1604,2011042708,0.492,0.416,0.856,0.554,0.464,0.421,0.501
1605,2011042709,0.367,0.42,0.847,0.472,0.256,0.44,0.445
1606,2011042710,0.244,0.415,0.834,0.442,0.224,0.362,0.415
1607,2011042711,0.229,0.413,0.706,0.372,0.413,0.301,0.46
1608,2011042712,0.073,0.43,0.64,0.383,0.197,0.234,0.448
1609,2011042713,0.182,0.411,0.648,0.283,0.125,0.384,0.379
1610,2011042714,0.234,0.4,0.552,0.287,0.112,0.345,0.372
1611,2011042715,0.249,0.428,0.504,0.314,0.211,0.337,0.395
1612,2011042716,0.277,0.374,0.485,0.336,0.227,0.337,0.338
1613,2011042717,0.407,0.399,0.497,0.391,0.24,0.325,0.423
1614,2011042718,0.511,0.565,0.496,0.432,0.402,0.368,0.443
1615,2011042719,0.523,0.578,0.642,0.446,0.429,0.384,0.682
1616,2011042720,0.69,0.578,0.64,0.44,0.469,0.352,0.727
1617,2011042721,0.741,0.535,0.659,0.44,0.391,0.381,0.738
1618,2011042722,0.721,0.424,0.736,0.516,0.387,0.382,0.742
1619,2011042723,0.655,0.408,0.655,0.595,0.262,0.431,0.866
1620,2011042800,0.779,0.402,0.695,0.508,0.406,0.451,0.59
1621,2011042801,0.596,0.452,0.68,0.45,0.359,0.356,0.396
1622,2011042802,0.458,0.478,0.689,0.394,0.377,0.315,0.47
1623,2011042803,0.445,0.462,0.647,0.315,0.266,0.253,0.341
1624,2011042804,0.341,0.441,0.54,0.117,0.185,0.154,0.198
1625,2011042805,0.165,0.418,0.555,0.107,0.177,0.136,0.16
1626,2011042806,0.034,0.404,0.522,0.098,0.145,0.102,0.143
1627,2011042807,0.033,0.453,0.504,0.131,0.097,0.102,0.107
1628,2011042808,0.027,0.515,0.496,0.136,0.126,0.087,0.086
1629,2011042809,0.072,0.644,0.477,0.17,0.172,0.053,0.144
1630,2011042810,0.109,0.618,0.396,0.137,0.179,0.063,0.158
1631,2011042811,0.207,0.536,0.455,0.125,0.189,0.062,0.151
1632,2011042812,0.08,0.531,0.503,0.279,0.204,0.053,0.154
1633,2011043001,0.122,0.338,0.162,0.057,0.379,0.028,0.101
1634,2011043002,0.179,0.318,0.173,0.053,0.278,0.049,0.087
1635,2011043003,0.266,0.29,0.294,0.228,0.32,0.144,0.106
1636,2011043004,0.233,0.278,0.402,0.283,0.418,0.11,0.082
1637,2011043005,0.315,0.299,0.42,0.266,0.567,0.099,0.112
1638,2011043006,0.266,0.398,0.262,0.249,0.558,0.083,0.076
1639,2011043007,0.196,0.354,0.187,0.27,0.61,0.11,0.078
1640,2011043008,0.217,0.363,0.31,0.195,0.428,0.105,0.09
1641,2011043009,0.2,0.392,0.458,0.141,0.295,0.106,0.198
1642,2011043010,0.192,0.437,0.438,0.059,0.22,0.097,0.095
1643,2011043011,0.027,0.403,0.35,0.018,0.095,0.02,0.076
1644,2011043012,0.002,0.421,0.198,0.018,0.103,0.006,0.107
1645,2011043013,0,0.498,0.58,0.064,0.108,0.078,0.098
1646,2011043014,0,0.495,0.598,0.156,0.121,0.127,0.075
1647,2011043015,0,0.463,0.49,0.17,0.133,0.093,0.118
1648,2011043016,0,0.442,0.451,0.137,0.132,0.143,0.097
1649,2011043017,0.023,0.449,0.418,0.127,0.108,0.16,0.132
1650,2011043018,0.028,0.579,0.428,0.211,0.142,0.179,0.137
1651,2011043019,0.056,0.617,0.365,0.317,0.097,0.151,0.33
1652,2011043020,0.08,0.613,0.36,0.289,0.04,0.302,0.371
1653,2011043021,0.132,0.516,0.473,0.269,0.067,0.304,0.401
1654,2011043022,0.123,0.433,0.402,0.294,0.096,0.3,0.416
1655,2011043023,0.14,0.511,0.373,0.182,0.132,0.341,0.35
1656,2011050100,0.39,0.42,0.723,0.314,0.102,0.356,0.41
1657,2011050101,0.355,0.446,0.776,0.306,0.195,0.404,0.281
1658,2011050102,0.322,0.562,0.776,0.316,0.085,0.424,0.27
1659,2011050103,0.368,0.611,0.723,0.376,0.086,0.454,0.521
1660,2011050104,0.413,0.572,0.775,0.334,0.084,0.344,0.487
1661,2011050105,0.406,0.591,0.708,0.329,0.106,0.377,0.554
1662,2011050106,0.372,0.537,0.696,0.265,0.098,0.354,0.536
1663,2011050107,0.392,0.464,0.625,0.275,0.101,0.347,0.527
1664,2011050108,0.396,0.467,0.671,0.288,0.094,0.364,0.496
1665,2011050109,0.382,0.495,0.556,0.275,0.11,0.378,0.435
1666,2011050110,0.337,0.6,0.547,0.412,0.084,0.439,0.437
1667,2011050111,0.409,0.5,0.515,0.372,0.109,0.464,0.507
1668,2011050112,0.448,0.538,0.466,0.449,0.183,0.399,0.531
1669,2011050113,0.404,0.454,0.498,0.368,0.172,0.246,0.479
1670,2011050114,0.382,0.42,0.481,0.381,0.11,0.328,0.48
1671,2011050115,0.409,0.465,0.459,0.438,0.107,0.323,0.528
1672,2011050116,0.418,0.43,0.531,0.466,0.062,0.308,0.534
1673,2011050117,0.494,0.412,0.549,0.427,0.022,0.335,0.425
1674,2011050118,0.497,0.422,0.586,0.429,0.099,0.403,0.345
1675,2011050119,0.503,0.279,0.594,0.421,0.147,0.384,0.327
1676,2011050120,0.468,0.302,0.594,0.378,0.096,0.421,0.345
1677,2011050121,0.471,0.383,0.636,0.352,0.108,0.38,0.348
1678,2011050122,0.47,0.288,0.58,0.351,0.125,0.418,0.45
1679,2011050123,0.379,0.276,0.606,0.393,0.13,0.432,0.495
1680,2011050200,0.42,0.238,0.639,0.271,0.14,0.337,0.463
1681,2011050313,0.029,0.178,0.416,0,0.099,0.007,0.039
1682,2011050314,0.013,0.162,0.369,0,0.072,0.017,0
1683,2011050315,0.017,0.151,0.316,0,0.063,0.052,0
1684,2011050316,0.018,0.195,0.274,0,0.066,0.033,0
1685,2011050317,0.015,0.179,0.193,0,0.101,0.003,0
1686,2011050318,0.02,0.208,0.107,0,0.14,0,0
1687,2011050319,0.009,0.286,0.181,0,0.123,0,0
1688,2011050320,0.037,0.223,0.125,0,0.039,0,0
1689,2011050321,0.034,0.257,0.171,0,0.132,0,0
1690,2011050322,0.051,0.248,0.176,0,0.183,0.001,0
1691,2011050323,0.076,0.307,0.171,0,0.174,0,0
1692,2011050400,0.031,0.3,0.152,0,0.262,0.025,0
1693,2011050401,0.074,0.294,0.615,0.048,0.166,0.123,0
1694,2011050402,0.061,0.347,0.64,0.034,0.319,0.13,0
1695,2011050403,0.134,0.362,0.661,0.018,0.362,0.185,0.005
1696,2011050404,0.156,0.299,0.623,0.05,0.33,0.17,0.004
1697,2011050405,0.143,0.441,0.654,0.025,0.178,0.118,0
1698,2011050406,0.102,0.447,0.557,0.057,0.066,0.095,0.012
1699,2011050407,0.026,0.455,0.537,0.089,0.069,0.121,0
1700,2011050408,0.028,0.432,0.511,0.109,0.117,0.142,0
1701,2011050409,0.056,0.437,0.532,0.055,0.137,0.157,0.015
1702,2011050410,0.121,0.479,0.517,0.071,0.14,0.158,0.065
1703,2011050411,0.108,0.459,0.463,0.193,0.3,0.062,0.075
1704,2011050412,0.097,0.488,0.499,0.16,0.202,0.008,0.009
1705,2011050413,0.269,0.506,0.508,0.196,0.182,0.171,0.158
1706,2011050414,0.316,0.449,0.453,0.281,0.239,0.187,0.384
1707,2011050415,0.503,0.419,0.473,0.387,0.195,0.219,0.367
1708,2011050416,0.479,0.402,0.553,0.394,0.201,0.243,0.421
1709,2011050417,0.49,0.41,0.501,0.385,0.263,0.334,0.428
1710,2011050418,0.497,0.446,0.52,0.47,0.265,0.425,0.491
1711,2011050419,0.515,0.441,0.583,0.395,0.322,0.391,0.481
1712,2011050420,0.534,0.454,0.58,0.436,0.316,0.396,0.515
1713,2011050421,0.546,0.452,0.575,0.4,0.318,0.44,0.531
1714,2011050422,0.487,0.452,0.518,0.325,0.33,0.257,0.453
1715,2011050423,0.426,0.478,0.534,0.247,0.197,0.162,0.204
1716,2011050500,0.221,0.523,0.518,0.183,0.169,0.142,0.1
1717,2011050501,0.158,0.499,0.562,0.096,0.227,0.108,0.024
1718,2011050502,0.127,0.493,0.56,0.106,0.261,0.131,0.009
1719,2011050503,0.175,0.487,0.523,0.103,0.208,0.135,0.044
1720,2011050504,0.176,0.482,0.477,0.122,0.199,0.099,0.039
1721,2011050505,0.155,0.477,0.552,0.089,0.184,0.098,0.039
1722,2011050506,0.141,0.438,0.597,0.103,0.232,0.086,0.023
1723,2011050507,0.141,0.468,0.574,0.11,0.244,0.098,0.021
1724,2011050508,0.138,0.471,0.599,0.113,0.223,0.067,0.018
1725,2011050509,0.124,0.534,0.611,0.111,0.236,0.078,0.011
1726,2011050510,0.091,0.527,0.56,0.086,0.209,0.083,0.016
1727,2011050511,0.063,0.511,0.539,0.136,0.175,0.105,0.01
1728,2011050512,0.06,0.45,0.532,0.072,0.133,0.102,0.072
1729,2011050701,0.05,0.276,0.14,0.002,0.275,0.152,0.12
1730,2011050702,0.047,0.346,0.175,0.01,0.228,0.18,0.139
1731,2011050703,0.1,0.408,0.167,0.009,0.265,0.191,0.207
1732,2011050704,0.108,0.399,0.201,0,0.332,0.123,0.107
1733,2011050705,0.078,0.395,0.262,0,0.253,0.089,0.097
1734,2011050706,0.094,0.301,0.326,0,0.249,0.061,0.064
1735,2011050707,0.11,0.328,0.31,0.031,0.294,0.055,0.07
1736,2011050708,0.097,0.286,0.287,0.04,0.287,0.035,0.027
1737,2011050709,0.135,0.135,0.326,0,0.309,0.035,0.03
1738,2011050710,0.047,0.122,0.334,0,0.276,0.051,0.054
1739,2011050711,0.039,0.102,0.28,0,0.2,0.096,0.038
1740,2011050712,0.004,0.208,0.4,0,0.177,0.095,0.043
1741,2011050713,0.03,0.479,0.463,0.079,0.328,0.133,0.011
1742,2011050714,0.013,0.465,0.48,0.142,0.206,0.143,0.009
1743,2011050715,0.147,0.428,0.404,0.115,0.171,0.097,0.089
1744,2011050716,0.149,0.463,0.357,0.1,0.224,0.049,0.029
1745,2011050717,0.035,0.38,0.39,0.053,0.206,0.069,0
1746,2011050718,0.005,0.396,0.452,0.044,0.142,0,0.072
1747,2011050719,0.009,0.371,0.433,0.169,0.147,0.014,0.037
1748,2011050720,0.064,0.384,0.405,0.133,0.136,0.127,0.011
1749,2011050721,0.048,0.427,0.399,0.138,0.144,0.134,0.05
1750,2011050722,0.009,0.37,0.402,0.101,0.166,0.071,0.03
1751,2011050723,0.02,0.359,0.503,0.097,0.201,0.032,0.052
1752,2011050800,0.015,0.443,0.518,0.094,0.289,0.129,0.059
1753,2011050801,0.042,0.529,0.545,0.05,0.294,0.074,0.038
1754,2011050802,0.145,0.479,0.543,0.03,0.287,0.149,0.035
1755,2011050803,0.127,0.514,0.555,0.089,0.301,0.165,0.133
1756,2011050804,0.216,0.429,0.603,0.174,0.333,0.109,0.166
1757,2011050805,0.284,0.426,0.546,0.153,0.325,0.112,0.195
1758,2011050806,0.296,0.373,0.551,0.135,0.295,0.028,0.213
1759,2011050807,0.224,0.42,0.505,0.147,0.243,0.001,0.143
1760,2011050808,0.151,0.321,0.437,0.103,0.248,0.049,0.208
